"","entity","state","type","affected","date","incident","location","business_associate"
"2880","Ann & Robert H. Lurie Children's Hospital of Chicago","IL","Healthcare Provider",4195,"12/26/2019","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"2881","btyDENTAL","AK","Healthcare Provider",2008,"12/26/2019","Hacking/IT Incident","Desktop Computer","No"
"2882","Baylor Miraca Genetics Laboratories, LLC d/b/a Baylor Genetics","TX","Business Associate",1240,"12/24/2019","Hacking/IT Incident","Email","Yes"
"2883","PediHealth, PLLC, dba Children's Choice Pediatrics","TX","Healthcare Provider",12689,"12/20/2019","Hacking/IT Incident","Network Server","No"
"2884","Roosevelt General Hospital","NM","Healthcare Provider",28847,"12/19/2019","Hacking/IT Incident","Network Server","No"
"2885","Texas Family Psychology Associates, P.C. dba Compass Psychological Associates","TX","Healthcare Provider",12000,"12/17/2019","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"2886","San Francisco Department of Public Health - Zuckerberg SF General Hospital","CA","Healthcare Provider",1174,"12/16/2019","Improper Disposal","Paper/Films","No"
"2887","AFLAC","GA","Health Plan",1601,"12/16/2019","Unauthorized Access/Disclosure","Network Server","No"
"2888","Texas Children's Hospital","TX","Healthcare Provider",597,"12/16/2019","Unauthorized Access/Disclosure","Paper/Films","No"
"2889","North Ottawa Community Health System","MI","Healthcare Provider",4013,"12/16/2019","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"2890","INTEGRIS Health, Inc.","OK","Healthcare Provider",1245218,"12/16/2019","Loss","Other Portable Electronic Device","No"
"2891","Colorado Department of Human Services","CO","Healthcare Provider",12230,"12/16/2019","Unauthorized Access/Disclosure","Other","No"
"2892","Western Health Advantage","CA","Health Plan",869,"12/13/2019","Unauthorized Access/Disclosure","Network Server","Yes"
"2893","Vimly Benefit Solutions, Inc.","WA","Business Associate",2675,"12/13/2019","Hacking/IT Incident","Email","Yes"
"2894","Sinai Health System","IL","Healthcare Provider",12578,"12/13/2019","Hacking/IT Incident","Email","No"
"2895","Prestige Health Choice","FL","Health Plan",4665,"12/13/2019","Unauthorized Access/Disclosure","Other Portable Electronic Device","No"
"2896","Therapeutic Oasis of the Palm Beaches LLC","FL","Healthcare Provider",1100,"12/13/2019","Theft","Desktop Computer","No"
"2897","Marion Eye Center, LTD.","IL","Healthcare Provider",811,"12/13/2019","Loss","Paper/Films","No"
"2898","Aetna affiliated covered entity (ACE)","CT","Health Plan",5991,"12/13/2019","Hacking/IT Incident","Email","Yes"
"2899","Service Benefit Plan Administrative Services Corporation","DC","Business Associate",11536,"12/12/2019","Unauthorized Access/Disclosure","Network Server","Yes"
"2900","Jewish Social Services Agency","MD","Healthcare Provider",3145,"12/12/2019","Hacking/IT Incident","Email","No"
"2901","Cheyenne Regional Medical Center","WY","Healthcare Provider",17549,"12/10/2019","Hacking/IT Incident","Email","No"
"2902","Starmount Life Insurance Company","LA","Health Plan",630,"12/09/2019","Hacking/IT Incident","Email","No"
"2903","Anwan Wellness LLC","GA","Healthcare Provider",530,"12/09/2019","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"2904","Family Care Medical Specialists Group, Inc.","CA","Healthcare Provider",2490,"12/08/2019","Unauthorized Access/Disclosure","Paper/Films","No"
"2905","Adventist Health Simi Valley","CA","Healthcare Provider",54708,"12/06/2019","Hacking/IT Incident","Email","No"
"2906","Children’s Hope Alliance","NC","Healthcare Provider",1002,"12/06/2019","Theft","Laptop","No"
"2907","Beech Brook","OH","Healthcare Provider",2636,"12/06/2019","Hacking/IT Incident","Email","No"
"2908","Speight Family Medical, LLC","TN","Healthcare Provider",2000,"12/06/2019","Hacking/IT Incident","Network Server","No"
"2909","Equinox, Inc.","NY","Healthcare Provider",1021,"12/06/2019","Hacking/IT Incident","Email","No"
"2910","Truman Medical Center, Incorporated","MO","Healthcare Provider",114466,"12/05/2019","Theft","Laptop","No"
"2911","Conway Medical Center","SC","Healthcare Provider",2550,"12/05/2019","Hacking/IT Incident","Electronic Medical Record","No"
"2912","Sunrise Community Health","CO","Healthcare Provider",18404,"12/05/2019","Hacking/IT Incident","Email","No"
"2913","Children's Hope Alliance","NC","Business Associate",4564,"12/03/2019","Hacking/IT Incident","Email","Yes"
"2914","Walgreen Company","IL","Healthcare Provider",3700,"12/03/2019","Hacking/IT Incident","Electronic Medical Record","No"
"2915","Healthcare Administrative Partners","PA","Business Associate",17693,"12/03/2019","Hacking/IT Incident","Email","Yes"
"2916","Sunshine Behavioral Health Group, LLC","CA","Business Associate",3638,"12/02/2019","Unauthorized Access/Disclosure","Network Server","Yes"
"2917","RiverKids Pediatric Home Health","TX","Healthcare Provider",10000,"12/02/2019","Hacking/IT Incident","Email","No"
"2918","Katherine Shaw Bethea Hospital","IL","Healthcare Provider",3983,"11/30/2019","Hacking/IT Incident","Email","No"
"2919","San Francisco VA Health Care System","CA","Healthcare Provider",735,"11/29/2019","Theft","Other","No"
"2920","Beer Industry - Local Union No. 703 Health and Welfare Fund","IL","Health Plan",9279,"11/28/2019","Unauthorized Access/Disclosure","Email","No"
"2921","Loudoun Medical Group d/b/a Comprehensive Sleep Care Center (""CSCC"")","VA","Healthcare Provider",15575,"11/27/2019","Hacking/IT Incident","Email","No"
"2922","Nebraska Medicine","NE","Healthcare Provider",1149,"11/27/2019","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"2923","Ivy Rehab Network, Inc. and its affiliated companies","NY","Healthcare Provider",125000,"11/26/2019","Hacking/IT Incident","Email","No"
"2924","Illinois Gastroenterology Group, LLC","IL","Healthcare Provider",1481,"11/25/2019","Hacking/IT Incident","Email","No"
"2925","Penn-Mar Human Services","MD","Healthcare Provider",536,"11/25/2019","Hacking/IT Incident","Email","No"
"2926","Upper Peninsula Health Plan","MI","Health Plan",812,"11/25/2019","Hacking/IT Incident","Email","Yes"
"2927","La Clinica de La Raza, Inc.","CA","Healthcare Provider",2477,"11/22/2019","Theft","Other Portable Electronic Device","No"
"2928","Elizabeth Family Health","CO","Healthcare Provider",28375,"11/22/2019","Theft","Paper/Films","No"
"2929","GeneDx, Inc.","NJ","Healthcare Provider",851,"11/22/2019","Hacking/IT Incident","Network Server","Yes"
"2930","Southeastern Minnesota Oral & Maxillofacial Surgery","MN","Healthcare Provider",80000,"11/22/2019","Hacking/IT Incident","Network Server","No"
"2931","OmniSeq, Inc.","NY","Healthcare Provider",3977,"11/21/2019","Hacking/IT Incident","Email","No"
"2932","Ronald E. Rosenbaum DMD, PA","FL","Healthcare Provider",1522,"11/21/2019","Hacking/IT Incident","Paper/Films","No"
"2933","VA St. Louis Health Care System","MO","Healthcare Provider",595,"11/21/2019","Unauthorized Access/Disclosure","Paper/Films","No"
"2934","Saint Francis Medical Center","MO","Healthcare Provider",107054,"11/20/2019","Hacking/IT Incident","Electronic Medical Record","No"
"2935","Human Services, Inc.","PA","Healthcare Provider",1559,"11/18/2019","Hacking/IT Incident","Email","No"
"2936","Medical Park Family Care, Inc.","AK","Healthcare Provider",500,"11/18/2019","Unauthorized Access/Disclosure","Electronic Medical Record","Yes"
"2937","Choice Cancer Care","TX","Healthcare Provider",14673,"11/15/2019","Hacking/IT Incident","Email","No"
"2938","Ascension Borgess Hospital","MI","Healthcare Provider",996,"11/14/2019","Unauthorized Access/Disclosure","Email","No"
"2939","Gateway Health Plan LP","PA","Health Plan",753,"11/14/2019","Hacking/IT Incident","Email","Yes"
"2940","Solara Medical Supplies, LLC","CA","Healthcare Provider",114007,"11/13/2019","Hacking/IT Incident","Email","No"
"2941","Select Health Network","IN","Business Associate",3582,"11/13/2019","Hacking/IT Incident","Email","Yes"
"2942","SALIH M MAYALIDAG DENTAL CORP","CA","Healthcare Provider",6000,"11/12/2019","Hacking/IT Incident","Network Server","No"
"2943","University of North Carolina at Chapel Hill School of Medicine","NC","Healthcare Provider",3716,"11/12/2019","Hacking/IT Incident","Email","No"
"2944","Starling Physicians, P.C.","CT","Healthcare Provider",977,"11/11/2019","Hacking/IT Incident","Email","No"
"2945","Arizona Dental Insurance Services, Inc. d.b.a. Delta Dental of Arizona","AZ","Health Plan",24769,"11/08/2019","Hacking/IT Incident","Email","No"
"2946","Main Street Clinical Associates","NC","Healthcare Provider",3031,"11/08/2019","Unauthorized Access/Disclosure","Laptop","No"
"2947","Outreach Health Services","TX","Healthcare Provider",60414,"11/08/2019","Hacking/IT Incident","Email","No"
"2948","Kaiser Foundation Health Plan (Kaiser Permanente)","CA","Health Plan",515,"11/07/2019","Unauthorized Access/Disclosure","Paper/Films","No"
"2949","Aegis Medical Group","FL","Healthcare Provider",9800,"11/07/2019","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"2950","The Brooklyn Hospital Center","NY","Healthcare Provider",26312,"11/01/2019","Hacking/IT Incident","Network Server","No"
"2951","Washington University School of Medicine","MO","Healthcare Provider",3237,"11/01/2019","Unauthorized Access/Disclosure","Email","No"
"2952","Evergreen Psychological Services","TX","Healthcare Provider",4174,"11/01/2019","Theft","Desktop Computer","No"
"2953","Utah Valley Eye Center","UT","Healthcare Provider",20418,"11/01/2019","Hacking/IT Incident","Desktop Computer","No"
"2954","Prisma Health - Midlands","SC","Healthcare Provider",19060,"10/28/2019","Hacking/IT Incident","Other","No"
"2955","The Guidance Center","CA","Healthcare Provider",1189,"10/28/2019","Hacking/IT Incident","Email","No"
"2956","Children's Minnesota","MN","Healthcare Provider",37942,"10/25/2019","Unauthorized Access/Disclosure","Network Server","No"
"2957","Delta Dental of Illinois","IL","Health Plan",15466,"10/25/2019","Hacking/IT Incident","Email","No"
"2958","Virginia Department of Behavioral Health & Developmental Services","VA","Healthcare Provider",1442,"10/25/2019","Unauthorized Access/Disclosure","Network Server","No"
"2959","Betty Jean Kerr People's Health Centers","MO","Healthcare Provider",152000,"10/25/2019","Hacking/IT Incident","Network Server","No"
"2960","The Kroger Co., for itself and its affiliates and subsidiaries","OH","Healthcare Provider",4812,"10/25/2019","Loss","Paper/Films","Yes"
"2961","The Kroger Co., for itself and its affiliates and subsidiaries","OH","Healthcare Provider",2752,"10/25/2019","Loss","Paper/Films","No"
"2962","Corpus Christi Tots & Teens Pediatrics","TX","Healthcare Provider",31787,"10/24/2019","Hacking/IT Incident","Network Server","No"
"2963","The Affiliated Sante Group","MD","Healthcare Provider",679,"10/24/2019","Theft","Laptop","No"
"2964","Wheatland Dental Care","IL","Business Associate",955,"10/24/2019","Hacking/IT Incident","Other","Yes"
"2965","Greater Cincinnati Pathologists, Inc.","OH","Healthcare Provider",7725,"10/23/2019","Hacking/IT Incident","Email","No"
"2966","Kalispell Regional Healthcare","MT","Healthcare Provider",149661,"10/22/2019","Hacking/IT Incident","Email","No"
"2967","Texas Health Harris Methodist Hospital Hurst-Euless-Bedford","TX","Healthcare Provider",4804,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2968","Texas Health Presbyterian Hospital Dallas","TX","Healthcare Provider",12415,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2969","Texas Health Harris Methodist Hospital Alliance","TX","Healthcare Provider",3784,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2970","Texas Health Presbyterian Hospital Denton","TX","Healthcare Provider",6688,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2971","Texas Health Harris Methodist Hospital Azle","TX","Healthcare Provider",2113,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2972","Texas Health Harris Methodist Hospital Cleburne","TX","Healthcare Provider",2737,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2973","Texas Health Harris Methodist Hospital Southwest Fort Worth","TX","Healthcare Provider",7478,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2974","Texas Health Presbyterian Hospital Rockwall","TX","Healthcare Provider",4789,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2975","Texas Health Harris Methodist Hospital Stephenville","TX","Healthcare Provider",1348,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2976","Texas Health Harris Methodist Southlake","TX","Healthcare Provider",525,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2977","Texas Health Arlington Memorial","TX","Healthcare Provider",6187,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2978","Texas Health Presbyterian Hospital Plano","TX","Healthcare Provider",9678,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2979","Texas Health Harris Methodist Hospital Kaufman","TX","Healthcare Provider",2157,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2980","Texas Health Harris Methodist Hospital Fort Worth","TX","Healthcare Provider",14881,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2981","Texas Health Presbyterian Hospital Allen","TX","Healthcare Provider",2993,"10/22/2019","Unauthorized Access/Disclosure","Other","No"
"2982","Self Regional Healthcare","SC","Healthcare Provider",52327,"10/21/2019","Hacking/IT Incident","Email","No"
"2983","United States Medical Supply, LLC.","FL","Healthcare Provider",674,"10/18/2019","Unauthorized Access/Disclosure","Email","No"
"2984","Roswell Park Comprehensive Cancer Center","NY","Healthcare Provider",584,"10/18/2019","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"2985","Chronic Care Management Inc.","OH","Business Associate",612,"10/17/2019","Unauthorized Access/Disclosure","Email","Yes"
"2986","Buckhead Smile Center, P.C.","GA","Healthcare Provider",1655,"10/17/2019","Unauthorized Access/Disclosure","Email","No"
"2987","Artesia General Hospital","NM","Healthcare Provider",858,"10/17/2019","Hacking/IT Incident","Desktop Computer","No"
"2988","Walmart Inc.","AR","Healthcare Provider",4211,"10/17/2019","Loss","Other Portable Electronic Device","No"
"2989","Seattle Cancer Care Alliance","WA","Healthcare Provider",944,"10/16/2019","Unauthorized Access/Disclosure","Email","No"
"2990","LaBorde Therapy Center LLC","LA","Healthcare Provider",7000,"10/16/2019","Hacking/IT Incident","Email","No"
"2991","Hamlin & Burton Liability Management, Inc.","FL","Business Associate",1500,"10/14/2019","Hacking/IT Incident","Email","Yes"
"2992","Southern New Mexico Neurosurgery LLC","NM","Healthcare Provider",11754,"10/14/2019","Improper Disposal","Electronic Medical Record","No"
"2993","Monterey Health Center","OR","Healthcare Provider",5400,"10/11/2019","Hacking/IT Incident","Network Server","No"
"2994","Central Valley Regional Center","CA","Business Associate",15975,"10/11/2019","Hacking/IT Incident","Email","Yes"
"2995","Abdul Memon, MD PLLC","AZ","Business Associate",1000,"10/11/2019","Theft","Laptop","Yes"
"2996","Magnolia Pediatrics","LA","Healthcare Provider",11100,"10/09/2019","Hacking/IT Incident","Desktop Computer","No"
"2997","South Texas Dermatopathology Laboratory","TX","Healthcare Provider",15982,"10/07/2019","Hacking/IT Incident","Network Server","No"
"2998","Arkansas Health Group","AR","Healthcare Provider",903,"10/07/2019","Unauthorized Access/Disclosure","Other","Yes"
"2999","Euphemia R. Brumskine, MD, LLC","MD","Healthcare Provider",850,"10/04/2019","Hacking/IT Incident","Laptop","No"
"3000","The Methodist Hospitals, Inc.","IN","Healthcare Provider",68039,"10/04/2019","Hacking/IT Incident","Email","No"
"3001","Gary Smith and assoc inc DBA gary smith agency","MS","Health Plan",2000,"10/04/2019","Unauthorized Access/Disclosure","Other","No"
